Genre,Energy, Song Name
Underground Rap,0.91,Fraudulent Cloth (feat. Eamon)
Underground Rap,0.60,FREAK BiTCH
Underground Rap,0.80,Freakazoid
Underground Rap,0.56,Freaky
Underground Rap,0.74,Freddy
Underground Rap,0.62,Freddy Krueger (feat. Tee Grizzley)
Underground Rap,0.84,FREDDY KRUEGER FREESTYLE
Underground Rap,0.59,Free All The Opps
Underground Rap,0.45,Free Crack (feat. YBN Almighty Jay & MyCrazyRO)
Underground Rap,0.79,Free D1
Underground Rap,0.53,Free Gucci
Underground Rap,0.49,Free Smoke
Underground Rap,0.71,Free Time
Underground Rap,0.73,FREE WILL
Underground Rap,0.79,Free Youngboy
Underground Rap,0.64,Freestyle
Underground Rap,0.55,Freestyle S**t
Underground Rap,0.93,Friday
Underground Rap,0.54,Friday (feat. DigDat)
Underground Rap,0.66,Friday Night Cypher (feat. Tee Grizzley, Kash Doll, Cash Kidd, Payroll, 42 Dugg, Boldy James, Drego, Sada Baby, Royce Da 5'9, and Eminem)
Underground Rap,0.69,Friday The 13th
Underground Rap,0.67,Friend Like Me
Underground Rap,0.36,Friends
Underground Rap,0.59,FRIGHT NIGHT
Underground Rap,0.48,From Florida With Love
Underground Rap,0.89,From The Beginning Of Time Until The End Of Time
Underground Rap,0.96,From the Crypt
Underground Rap,0.63,From The D To The A (feat. Lil Yachty)
Underground Rap,0.88,From the Dirt
Underground Rap,0.79,Front Man Wulf
Underground Rap,0.82,Frontstreet - Freestyle
Underground Rap,0.43,FrostBite
Underground Rap,0.82,Frozen (feat. Method Man, Killa Priest and Chris Rivers)
Underground Rap,0.68,Frozen Ocean Piracy / Shipwreck (feat. Auxxk)
Underground Rap,0.60,FSD
Underground Rap,0.51,FTP
Underground Rap,0.72,FUCK
Underground Rap,0.98,Fuck A Hoe
Underground Rap,0.77,Fuck A Hoe - Part II
Underground Rap,0.30,Fuck A Hook
Underground Rap,0.42,Fuck A Swisher
Underground Rap,0.81,Fuck a Wedding Ring I Got Her a Cock (feat. Drew Will$ & Wetback Manny)
Underground Rap,0.96,Fuck ALL the Pain
Underground Rap,0.62,Fuck Boy Blood Bath
Underground Rap,0.93,Fuck Everybody
Underground Rap,0.64,Fuck How You Feel
Underground Rap,0.58,Fuck It Up (feat. Mike Sherm)
Underground Rap,0.53,Fuck Love (feat. Trippie Redd)
Underground Rap,0.86,Fuck Off
Underground Rap,0.65,FUCK PATEK
Underground Rap,0.68,Fuck Relationships
Underground Rap,0.75,Fuck Tha Police
Underground Rap,0.53,Fuck That Shit!
Underground Rap,0.50,FUCK the Industry
Underground Rap,0.45,Fuck Victoria (Long Live Jah)
Underground Rap,0.85,Fuck What You Heard (Fwyh)
Underground Rap,0.71,Fuck Wit Dre Day (And Everybody's Celebratin')
Underground Rap,0.63,Fuck You Heard
Underground Rap,0.98,FUCK YOU I AM VERY ANGRY AND SERIOUS
Underground Rap,0.76,Fuck Your Culture
Underground Rap,0.80,Fuck Your Culture
Underground Rap,0.72,FUCKALLOFYOU2K18
Underground Rap,0.58,Fucked Up
Underground Rap,0.94,Fucked Up
Underground Rap,0.55,Fucking for a Reason
Underground Rap,0.58,FUCKTHEPOPULATION
Underground Rap,0.58,Fuckthepopulation
Underground Rap,0.59,Fuckthepopulation
Underground Rap,0.57,Fuel Injected (feat. Moka Only)
Underground Rap,0.75,Fukinwichu [Deluxe Edition]
Underground Rap,0.41,Fukk Sleep (feat. FKA twigs)
Underground Rap,0.70,Full Circle (feat. The Firm, AZ, Foxy Brown & Cormega)
Underground Rap,0.75,Full Clip
Underground Rap,0.72,Full Size
Underground Rap,0.54,Fulla Dat Funk
Underground Rap,0.37,Fully Automatic Stick
Underground Rap,0.46,Fully Hydrated
Underground Rap,0.74,Fully Loaded (feat. GT & Nfant)
Underground Rap,0.55,FUN!
Underground Rap,0.42,Function
Underground Rap,0.64,Funky Child
Underground Rap,0.54,Funky Friday
Underground Rap,0.69,Funky Ho'$
Underground Rap,0.87,Furious Stylze
Underground Rap,0.46,Futsal Shuffle 2020
Underground Rap,0.85,Future Teacherz
Underground Rap,0.54,FWU
Underground Rap,0.93,G Walkin' on Yo Coffin
Underground Rap,0.39,G.O.M.D.
Underground Rap,0.59,G.R.E.Y.G.O.D.S.
Underground Rap,0.68,G's
Underground Rap,0.90,G2G
Underground Rap,0.59,Gabapentin Getaway
Underground Rap,0.73,Gadgets
Underground Rap,0.54,Gallardo
Underground Rap,0.61,Gamble
Underground Rap,0.53,Game Is Stronger
Underground Rap,0.62,Game Over
Underground Rap,0.46,Game V2
Underground Rap,0.64,Gametime
Underground Rap,0.60,GANG GANG
Underground Rap,0.86,Gang Related
Underground Rap,0.86,Gang Related
Underground Rap,0.70,Gang Shit
Underground Rap,0.43,Gang Shit No Lame Shit
Underground Rap,0.70,Gang Unit
Underground Rap,0.68,Gang Unit
Underground Rap,0.33,Gang WithMe
Underground Rap,0.85,GangShit
Underground Rap,0.70,Gangsta Nation
Underground Rap,0.45,Gangstas & Sippas (feat. Q Da Fool & YG) [Remix]
Underground Rap,0.42,Gangstas & Sippas (feat. Q Da Fool)
Underground Rap,0.68,Gankin' Fools
Underground Rap,0.43,Gas
Underground Rap,0.57,Gasolina
Underground Rap,0.57,Gassed Up
Underground Rap,0.56,Gassed Up!
Underground Rap,0.76,GATA
Underground Rap,1.00,GATES
Underground Rap,1.00,GATES (FEAT. SYRINGE)
Underground Rap,0.57,Gatteka
Underground Rap,0.68,GATTI
Underground Rap,0.66,Gaudy Pack Shawty
Underground Rap,0.56,Geek'd (feat. Lil Baby)
Underground Rap,0.61,Gemini
Underground Rap,0.89,Genesis
Underground Rap,0.97,GENOCIDE
Underground Rap,0.93,GENOCIDE
Underground Rap,0.81,Germantown
Underground Rap,0.64,Get Back
Underground Rap,0.79,Get Buck
Underground Rap,0.64,Get Em High
Underground Rap,0.93,Get Em Up
Underground Rap,0.68,Get High
Underground Rap,0.48,Get It Got It
Underground Rap,0.55,Get Lifted
Underground Rap,0.61,Get Low
Underground Rap,0.38,Get Me Lit
Underground Rap,0.47,Get Money (Take Money)
Underground Rap,0.42,Get Out
Underground Rap,0.70,Get Over It
Underground Rap,0.73,Get The Fuck Off My Dick
Underground Rap,0.52,Get the Strap (feat. Shoreline Mafia)
Underground Rap,0.66,GetAGrip (prod. by Stereoryze)
Underground Rap,0.81,Getit Clappin
Underground Rap,0.41,Gettin' It
Underground Rap,0.56,Ghana
Underground Rap,0.81,Ghetto Bag (feat. Peezy)
Underground Rap,0.92,Ghetto Symphony (feat. Gunplay & A$AP Ferg)
Underground Rap,0.53,GHOST
Underground Rap,0.53,GHOST
Underground Rap,0.59,ghost boy
Underground Rap,0.82,ghost girl
Underground Rap,0.62,Ghost Rider
Underground Rap,0.46,Ghost Rydin'
Underground Rap,0.64,GIDDY UP!
Underground Rap,0.60,Gifted (feat. Roddy Ricch)
Underground Rap,0.67,Gilligan
Underground Rap,0.54,Gilligan
Underground Rap,0.57,Gimmie Got Shot
Underground Rap,0.85,Gin And Juice (feat. Dat Nigga Daz)
Underground Rap,0.85,Gin N Juice (feat. Dat Nigga Daz)
Underground Rap,0.71,Ginseng Strip 2002
Underground Rap,0.66,Girlfriend
Underground Rap,0.70,Girls
Underground Rap,0.74,Girls Have Fun (feat. G-Eazy & Rich The Kid)
Underground Rap,0.44,Give a Hoot
Underground Rap,0.63,Give No Fxk
Underground Rap,0.57,Give or Take
Underground Rap,0.60,Give Up the Goods (Just Step) (feat. Big Noyd)
Underground Rap,0.34,Givenchy
Underground Rap,0.73,Givin' Up The Nappy Dug Out
Underground Rap,0.84,Glad You Came
Underground Rap,0.25,GladWeHaveAnUnderstanding
Underground Rap,0.46,Gleem
Underground Rap,0.75,Glitter & Gold
Underground Rap,0.47,Glizzy Hella Geekin
Underground Rap,0.76,Glock 19
Underground Rap,0.42,Glock Talk
Underground Rap,0.69,Gloom
Underground Rap,0.79,Glorious (feat. Skylar Grey)
Underground Rap,0.40,Gloss Of Blood
Underground Rap,0.62,GLOWED UP
Underground Rap,0.88,Gluttony
Underground Rap,0.79,Gmfu
Underground Rap,0.73,Gnarly
Underground Rap,0.78,Gnarly (feat. Lil Pump)
Underground Rap,0.72,GO (feat. Juice WRLD)
Underground Rap,0.74,GO (feat. Juice WRLD)
Underground Rap,0.74,GO (feat. Juice WRLD)
Underground Rap,0.69,Go Crazy
Underground Rap,0.51,Go Flex
Underground Rap,0.50,Go Flex
Underground Rap,0.57,GO GETTA
Underground Rap,0.51,Go Hard (feat. Don Quez)
Underground Rap,0.51,Go Out
Underground Rap,0.80,Go to Mars (feat. Tee Grizzley)
Underground Rap,0.86,Go To Sleep
Underground Rap,0.41,Go to the Sto
Underground Rap,0.45,Go Up
Underground Rap,0.58,Go Up (feat. Roddy Ricch)
Underground Rap,0.76,GO!
Underground Rap,0.89,Goated
Underground Rap,0.64,God & the Devil
Underground Rap,0.72,God & the Devil 2.0
Underground Rap,0.47,GOD BLESS THE RATCHETS
Underground Rap,0.85,God Complex
Underground Rap,0.72,God Dam
Underground Rap,0.44,God Nem (Remix)
Underground Rap,0.59,God Save Us (Like Ughh)
Underground Rap,0.46,Godspeed
Underground Rap,0.75,Godzilla (feat. Juice WRLD)
Underground Rap,0.29,GoHomeRoger
Underground Rap,0.77,Goin Baby
Underground Rap,0.57,Goin Broke
Underground Rap,0.66,Goin' Thru It
Underground Rap,0.50,Going Bad (feat. Drake)
Underground Rap,0.63,Going Crazy
Underground Rap,0.65,Gold Coast
Underground Rap,0.70,Gold Digger
Underground Rap,0.59,Gold House
Underground Rap,0.63,Gold Roses (feat. Drake)
Underground Rap,0.72,Gold Thangs & Pinky Rangs (Da Hooptie)
Underground Rap,0.59,Golden
Underground Rap,0.73,Golden Calf
Underground Rap,0.84,Goldie
Underground Rap,0.85,Goldie
Underground Rap,0.44,Gone
Underground Rap,0.73,GONE (feat. Trippie Redd)
Underground Rap,0.40,Gone Fishin' (feat. Scrim)
Underground Rap,0.71,gone girl
Underground Rap,0.69,GOOBA
Underground Rap,0.53,Good Alright (feat. nobigdyl)
Underground Rap,0.64,Good Day
Underground Rap,0.78,Good Drank
Underground Rap,0.78,Good Drank
Underground Rap,0.89,Good Feeling
Underground Rap,0.53,Good Fellas (feat. Pouya & Shakewell)
Underground Rap,0.52,Good Life
Underground Rap,0.81,Good Life
Underground Rap,0.66,Good Luck
Underground Rap,0.65,Good Morning
Underground Rap,0.82,Good Night
Underground Rap,0.43,Good Riddance (Time of Your Life)
Underground Rap,0.43,GoodAfternoonGoodEveningAndGoodNight
Underground Rap,0.82,Goodbye
Underground Rap,0.52,Goodie Bag
Underground Rap,0.54,GOODMORNINGTOKYO!
Underground Rap,0.81,Gook
Underground Rap,0.46,GoOnWithoutMe (feat. Cat Soup)
Underground Rap,0.74,Goosebumps
Underground Rap,0.69,Gorgeous
Underground Rap,0.75,Gorilla Warfare
Underground Rap,0.93,Gorillas
Underground Rap,0.45,GOSHA
Underground Rap,0.45,GOSHA
Underground Rap,0.46,GOSHA
Underground Rap,0.66,Gospel
Underground Rap,0.65,Got It On Me
Underground Rap,0.38,Got It, Got It (feat. 6ix9ine)
Underground Rap,0.45,Got Lazy
Underground Rap,0.90,Got My Mind Made Up
Underground Rap,0.65,Got Six on It
Underground Rap,0.60,Got The Guap (feat. Young Thug)
Underground Rap,0.63,Goth Bitch
Underground Rap,0.49,Goth God
Underground Rap,0.70,GOTHAM
Underground Rap,0.57,Gotta Blast (feat. Diego Money & Bandman Fari)
Underground Rap,0.52,Gotta Get Mine
Underground Rap,0.57,Gotta Have It
Underground Rap,0.57,Gotta Have It
Underground Rap,0.68,GP4
Underground Rap,0.69,GPS
Underground Rap,0.88,Grab Tha Gauge
Underground Rap,0.65,Graduation (with Juice WRLD)
Underground Rap,0.71,Grain
Underground Rap,0.65,Grand Slam
Underground Rap,0.66,Grandma's Porch.
Underground Rap,0.51,Grandmas Boy
Underground Rap,0.64,Grapevine (feat. Trilliano)
Underground Rap,0.95,Gravehop187
Underground Rap,0.83,Graves
Underground Rap,0.69,Gravesite
Underground Rap,0.66,Graveyard (feat. Yung Ghoul)
Underground Rap,0.67,Gravy For Pope
Underground Rap,0.82,Grayscale
Underground Rap,0.82,GrayScale
Underground Rap,0.72,Great Influence
Underground Rap,0.36,Greedy!
Underground Rap,0.84,Green Gucci Suit (feat. Future)
Underground Rap,0.73,Green Light
Underground Rap,0.65,Green Light
Underground Rap,0.88,Grey Boys
Underground Rap,0.65,Grey Magic
Underground Rap,0.86,Grey Tee
Underground Rap,0.67,GreyGods (feat. $Uicideboy$)
Underground Rap,0.42,Grim
Underground Rap,0.46,Grim Reapa Flow (feat. NLE Choppa)
Underground Rap,0.45,Grind Mode
Underground Rap,0.72,Grinding All My Life
Underground Rap,0.70,Grindstone Cowboy
Underground Rap,0.51,Grip & Ride
Underground Rap,0.58,Gritty World
Underground Rap,0.60,GRoCERIES
Underground Rap,0.70,Grove St. Party (feat. Kebo Gotti)
Underground Rap,0.77,Grown Up
Underground Rap,0.57,Growth Stunt
Underground Rap,0.64,GTA
Underground Rap,0.81,Gtfb
Underground Rap,0.85,GTG
Underground Rap,0.78,GTG
Underground Rap,0.72,Guap
Underground Rap,0.63,Guap (feat. Smokepurpp, Red Drum)
Underground Rap,0.37,Gucci
Underground Rap,0.73,Gucci Adidas
Underground Rap,0.69,Gucci Coffin
Underground Rap,0.57,Gucci Goyard Gosha
Underground Rap,0.36,Gucci On My
Underground Rap,0.50,Guerilla Warfare
Underground Rap,0.64,Guerillas
Underground Rap,0.27,Guild (feat. Mac Miller)
Underground Rap,0.43,Guilty
Underground Rap,0.78,Guilty Conscience
Underground Rap,0.78,GUMMO
Underground Rap,0.62,Gunblow
Underground Rap,0.55,GUT$
Underground Rap,0.57,Guten Tag
Underground Rap,0.72,Guts
Underground Rap,0.57,Gutting Catfish
Underground Rap,0.62,Guwop (feat. Quavo, Offset and Young Scooter)
Underground Rap,0.89,Gwendolynn's Apprehension
Underground Rap,0.49,Gwuap Up
Underground Rap,0.82,GXLD
Underground Rap,0.44,Gxth B!tch
Underground Rap,0.35,Gym Class
Underground Rap,0.54,H.O.E. (Heaven On Earth)
Underground Rap,0.99,Hack Slash
Underground Rap,0.49,Had Enough
Underground Rap,0.59,Hades
Underground Rap,0.82,HAHA
Underground Rap,0.64,Hail Mary
Underground Rap,0.73,Hair
Underground Rap,0.73,Half Bae (feat. Pouya)
Underground Rap,0.49,Half n' half
Underground Rap,0.62,Halfway 2 Heaven
Underground Rap,0.95,Hallelujah
Underground Rap,0.61,Halloween
Underground Rap,0.52,Hallucinations
Underground Rap,0.58,Halo
Underground Rap,0.78,hammer
Underground Rap,0.83,Hammer - Travis Barker Remix
Underground Rap,0.90,Hammer Bite
Underground Rap,0.79,Han Solo
Underground Rap,0.55,HANDGUN (feat. A$AP Rocky)
Underground Rap,0.51,Handlebars
Underground Rap,0.86,Hands On The Wheel
Underground Rap,0.78,Hands On the Wheel (feat. a$Ap Rocky)
Underground Rap,0.57,Hands Own (feat. LilBeno, Drego & Nuk)
Underground Rap,0.61,Handshakes
Underground Rap,0.61,Handsome
Underground Rap,0.61,Handsome
Underground Rap,0.52,Handzum $uicide
Underground Rap,0.48,Hannas'
Underground Rap,0.40,HappensToTheBestOfUs
Underground Rap,0.71,Happy Birthday Germ (feat. Shakewell & Germ)
Underground Rap,0.70,Harakiri
Underground Rap,0.54,Hard (feat. Tay-K and BlocBoy JB)
Underground Rap,0.46,Hard Knock
Underground Rap,0.56,Hard To Tell
Underground Rap,0.48,Hard Work Pays Off
Underground Rap,0.52,Hardaway
Underground Rap,0.61,Harder Than Ever (feat. Jay Gwuapo & KJ Balla
Underground Rap,0.73,Harder Than My Demons
Underground Rap,0.85,Harder Than You Think
Underground Rap,0.71,Hardly Breathe
Underground Rap,0.75,Harlem Streets
Underground Rap,0.68,Harvest Moon
Underground Rap,0.55,Hasta Luego
Underground Rap,0.55,Hasta Luego
Underground Rap,0.47,Hate Bein' Sober
Underground Rap,0.88,Hate Government
Underground Rap,0.79,Hate It Or Love It
Underground Rap,0.62,Hate Me
Underground Rap,0.35,hate my life
Underground Rap,0.67,Hate on Me
Underground Rap,0.65,Hate The Other Side (with Marshmello & The Kid Laroi)
Underground Rap,0.77,Hate Your Guts
Underground Rap,0.83,HateToSayIToldYouSo
Underground Rap,0.61,Hatred (feat. $Uicideboy$)
Underground Rap,0.63,Haunt U
Underground Rap,0.63,Haunt U
Underground Rap,0.74,Haunted
Underground Rap,0.44,Have Mercy
Underground Rap,0.39,Have Mercy
Underground Rap,0.74,Havin My Way (feat. Lil Durk)
Underground Rap,0.46,Havoc
Underground Rap,0.64,HAZARD
Underground Rap,0.41,Hazardous
Underground Rap,0.75,HD (feat. Mac Miller)
Underground Rap,0.29,HDMI
Underground Rap,0.64,He Got Game
Underground Rap,0.58,He Lives Through Me
Underground Rap,0.49,Head Ass Niggaz
Underground Rap,0.83,HEAD GXNE
Underground Rap,0.83,HEAD GXNE
Underground Rap,0.71,Head Shot'em
Underground Rap,0.50,Head Straight
Underground Rap,0.64,Head Tap
Underground Rap,0.57,Headlocc (feat. Young Thug)
Underground Rap,0.57,Headlocc (feat. Young Thug)
Underground Rap,0.60,Headlock (feat. Offset)
Underground Rap,0.67,Headstone
Underground Rap,0.55,Healthy (feat. Jazz Cartier)
Underground Rap,0.70,Hear Me Calling
Underground Rap,0.39,Hear Yee
Underground Rap,0.64,Hearse Trip
Underground Rap,0.35,Heart
Underground Rap,0.90,Heart Attack
Underground Rap,0.58,Heart Of A Hustler
Underground Rap,0.52,HEARTEATER
Underground Rap,0.64,Heartless (feat. Mustard)
Underground Rap,0.64,Heartless (feat. Mustard)
Underground Rap,0.53,Heat Waves
Underground Rap,0.58,Heathen (feat. Eddy Baker)
Underground Rap,0.26,Heaven
Underground Rap,0.52,Heavens Gate Has the Best Punch
Underground Rap,0.71,Heavensent
Underground Rap,0.71,Heavily Medicated
Underground Rap,0.62,Heavy
Underground Rap,0.81,Heavy
Underground Rap,0.36,Heavy
Underground Rap,0.65,HEAVY HITTER
Underground Rap,0.84,Hell Awaits
Underground Rap,0.72,Hell Bound - Ad 01
Underground Rap,0.65,Hell on Earth (Front Lines)
Underground Rap,0.66,Hell on Earth (Front Lines)
Underground Rap,0.60,Hell Raiser
Underground Rap,0.51,Hell Shell
Underground Rap,0.85,Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)
Underground Rap,0.37,Hella Neck
Underground Rap,0.68,hellboy
Underground Rap,0.50,Hellcat
Underground Rap,0.45,Hello
Underground Rap,0.65,Hello (feat. A Boogie Wit da Hoodie)
Underground Rap,0.75,Hellraisers
Underground Rap,0.65,Hellrap
Underground Rap,0.77,HellRose
Underground Rap,0.61,Help Yo Self
Underground Rap,0.71,Hemingway
Underground Rap,0.54,HENCH MAFIA
Underground Rap,0.50,Hennessy
Underground Rap,0.42,Henny Dance
Underground Rap,0.73,Hepatitis G
Underground Rap,0.66,Her
Underground Rap,0.87,herb
Underground Rap,0.83,Here For Nothing
Underground Rap,0.75,Here We Go Again
Underground Rap,0.71,Hero
Underground Rap,0.32,Heroine
Underground Rap,0.81,Hexada
Underground Rap,0.46,Hexed Up
Underground Rap,0.55,HEY BIG HEAD
Underground Rap,0.51,Hey Mister (feat. Ski Mask The Slump God)
Underground Rap,0.64,HEY!
Underground Rap,0.70,Hi-Fi (prod. by OmenXIII)
Underground Rap,0.50,High (feat. Elton John)
Underground Rap,0.45,High For Hours
Underground Rap,0.56,High Right Now
Underground Rap,0.63,High School
Underground Rap,0.63,High School
Underground Rap,0.60,High School Dropout
Underground Rap,0.55,Higher
Underground Rap,0.69,Higher Self
Underground Rap,0.47,Higher Than a Kite
Underground Rap,0.43,HIGHEST IN THE ROOM
Underground Rap,0.67,HighSchool
Underground Rap,0.89,Highway Robbery
Underground Rap,0.83,HiiiPower
Underground Rap,0.75,Hip 2 Da Game
Underground Rap,0.72,Hip Hop
Underground Rap,0.74,Hip Hop
Underground Rap,0.64,Hip Hop Hooray
Underground Rap,0.50,Hit
Underground Rap,0.49,Hit
Underground Rap,0.84,Hit 'Em Up - Single Version
Underground Rap,0.63,Hit A Lick
Underground Rap,0.68,Hit Em Up 2 (feat. SOB X RBE & Qrealwitthasteel)
Underground Rap,0.91,Hit the Doe
Underground Rap,0.88,Hit the Ground Running
Underground Rap,0.59,Hit The Scene
Underground Rap,0.90,Hitman 4 Hire (feat. DV Alias Khrist)
Underground Rap,0.58,Hits from the Bong
Underground Rap,0.74,Hive (feat. Vince Staples & Casey Veggies)
Underground Rap,0.60,Hoes Ain't Shit
Underground Rap,0.73,Hoes Come Easy
Underground Rap,0.60,Hoes Mad (x24)
Underground Rap,0.61,HOHO!
Underground Rap,0.60,Hold Me Down
Underground Rap,0.48,Hold On / Musty Freestyle (feat. Drakeo the Ruler)
Underground Rap,0.75,Hold That
Underground Rap,0.67,Hold Up Hold Up Hold Up
Underground Rap,0.90,HOLD UR TONGUE (PROD. CXRPSE)
Underground Rap,0.55,Hold Ya Head (feat. Bob Marley)
Underground Rap,0.83,Holiday / Boulevard of Broken Dreams
Underground Rap,0.67,Hollow
Underground Rap,0.71,Hollow
Underground Rap,0.32,Hollow Be They Squad
Underground Rap,0.51,Hollow Man
Underground Rap,0.83,Hollup (feat. Moneybagg Yo, Tay Keith)
Underground Rap,0.47,Hollyhood (feat. Kvng Shad)
Underground Rap,0.91,HOLOCAUST
Underground Rap,0.49,HOLY GHOST
Underground Rap,0.47,Homage
Underground Rap,0.48,Homebound (feat. Bria Lee)
Underground Rap,0.70,Homecoming
Underground Rap,0.57,Homecoming (feat. Bankroll Rico)
Underground Rap,0.52,Homesick
Underground Rap,0.76,Homicide
Underground Rap,0.53,Homicide (feat. BandGang Lonnie Bands & OhGeesy)
Underground Rap,0.76,Homicide (feat. Eminem)
Underground Rap,0.77,Honestly
Underground Rap,0.89,Honestly (feat. Juice WRLD)
Underground Rap,0.56,Honey
Underground Rap,0.64,Hood Go Crazy
Underground Rap,0.63,Hood Pope
Underground Rap,0.50,Hood Santa
Underground Rap,0.58,Hood Scars 2 (with Lil Tjay)
Underground Rap,0.48,Hookah
Underground Rap,0.64,hooligan
Underground Rap,0.57,Hooligans
Underground Rap,0.85,Hoover
Underground Rap,0.70,Hop Out (feat. A$AP Ferg)
Underground Rap,0.73,Hope
Underground Rap,0.46,Hope
Underground Rap,0.49,Horizon
Underground Rap,0.61,Horns And Halos
Underground Rap,0.49,Horror Story
Underground Rap,0.66,Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)
Underground Rap,0.39,Hostage
Underground Rap,0.56,Hot
Underground Rap,0.72,Hot Air Balloon
Underground Rap,0.88,Hot Boy
Underground Rap,0.59,HOT Freestyle
Underground Rap,0.54,Hot Inside
Underground Rap,0.51,Hot N*gga
Underground Rap,0.55,Hot Nigga
Underground Rap,0.61,Hot Now
Underground Rap,0.46,Hot Sauce
Underground Rap,0.51,Hot Shower
Underground Rap,0.60,HOT STEPPA
Underground Rap,0.69,HOTBOX
Underground Rap,0.41,Hotboy
Underground Rap,0.68,How I Could Just Kill a Man
Underground Rap,0.69,How I Was Raised
Underground Rap,0.35,How She Walk
Underground Rap,0.66,How to Catch a Body
Underground Rap,0.76,How to Rob
Underground Rap,0.79,How We Do It (feat. Wiz Khalifa)
Underground Rap,0.79,How We Do It (feat. Wiz Khalifa)
Underground Rap,0.65,Https://murder. Com
Underground Rap,0.63,Human (feat. Night Lovell)
Underground Rap,0.71,Humble
Underground Rap,0.62,HUMBLE.
Underground Rap,0.53,HUNCHO DREAMS
Underground Rap,0.82,HUNG UP ON THE COME UP
Underground Rap,0.48,Hunnid Round
Underground Rap,0.88,Hunnids
Underground Rap,0.22,Hunnit
Underground Rap,0.55,Hunnit Hunnit (feat. Fat Nick)
Underground Rap,0.66,Hunnits, Fifties
Underground Rap,0.73,Hurd of WHO
Underground Rap,0.51,Hurt
Underground Rap,0.73,HURT
Underground Rap,0.94,HURTWORLD '99
Underground Rap,0.65,Hustlin'
Underground Rap,0.89,Hxly Ghx$t
Underground Rap,0.72,HXW THEY JUDGE
Underground Rap,0.74,Hype Cypher
Underground Rap,0.61,Hyperspace
Underground Rap,0.81,Hypodermic Needles (Sentury Status Remix) [Bonus Track]
Underground Rap,0.51,hyrule temple
Underground Rap,0.53,I <3 My Choppa (feat. Maxo Kream) - Remix
Underground Rap,0.74,I Against I
Underground Rap,0.84,I AM ADDICTED TO DRUGS AND TIRED OF IT
Underground Rap,0.81,I Am The Apocalypse
Underground Rap,0.68,I Am What I Am (feat. Fivio Foreign)
Underground Rap,0.63,I Apologize
Underground Rap,0.83,I BE DAMNED
Underground Rap,0.53,I Be On
Underground Rap,0.67,I Been That (feat. Emiway Bantai)
Underground Rap,0.57,I C O N
Underground Rap,0.49,I Can Drive
Underground Rap,0.47,I Can't Fold
Underground Rap,0.45,I Can't Let You Know
Underground Rap,0.38,I Dare
Underground Rap,0.88,I Did
Underground Rap,0.78,I Don't Dance!
Underground Rap,0.78,I Don't Feel Anything
Underground Rap,0.73,I Don't Fuck With You
Underground Rap,0.81,I Don't Give a Fuck
Underground Rap,0.84,I Don't Like
Underground Rap,0.75,I Don't Need No Help
Underground Rap,0.63,I Don't Trust Shit
Underground Rap,0.78,I Don't Wanna Do This Anymore
Underground Rap,0.29,I don’t let go
Underground Rap,0.96,I duckinf hatw you
Underground Rap,0.57,I Dunno
Underground Rap,0.75,I Ended Up Driving The Camaro Off The Causeway Bridge
Underground Rap,0.73,I Feel Like Chingy
Underground Rap,0.71,i fucked up
Underground Rap,0.42,I Get Around
Underground Rap,0.44,I Get Luv
Underground Rap,0.63,I Get the Bag (feat. Migos)
Underground Rap,0.71,I Got 5 On It
Underground Rap,0.69,I Got 5 On It
Underground Rap,0.66,I Got A Stick
Underground Rap,0.58,I Got Five On It Remix
Underground Rap,0.76,I Got It
Underground Rap,0.63,I Got the Call
Underground Rap,0.40,I Got Whatever
Underground Rap,0.67,I Guess I'll Smoke (feat. Dizzy Wright & Layzie Bone)
Underground Rap,0.83,I Hate Everything About You
Underground Rap,0.55,I Heard You Got Too Litt Last Night
Underground Rap,0.55,I Heard You Got Too Litt Last Night
Underground Rap,0.64,I Heard You Were Looking For Me
Underground Rap,0.67,I Hit These Licks for You Momma (feat. Yoshi Thompkins)
Underground Rap,0.69,I Hung Myself For A Persona
Underground Rap,0.69,I Hung Myself for a Persona
Underground Rap,0.80,I Juswanna Chill
Underground Rap,0.31,I Kill People (Freestyle)
Underground Rap,0.67,I Know
Underground Rap,0.72,I Know
Underground Rap,0.64,I Know Strangers
Underground Rap,0.79,I Know That You Like It
Underground Rap,0.38,I Like Being
Underground Rap,0.48,I Like Bitches
Underground Rap,0.56,I LIKE BLOOD
Underground Rap,0.64,I Like It (I Wanna Be Where You Are)
Underground Rap,0.64,I Like It (I Wanna Be Where You Are)
Underground Rap,0.60,I Look Good
Underground Rap,0.52,I Love My Squad
Underground Rap,0.32,I Love You, I Love You. It's Disgusting
Underground Rap,0.56,I Mean It (feat. Remo)
Underground Rap,0.80,I Might
Underground Rap,0.69,I Might Need Security
Underground Rap,0.55,I Miss My Dead Friends
Underground Rap,0.77,I Need a Bundle
Underground Rap,0.68,I Need More
Underground Rap,0.57,I Need to Smoke
Underground Rap,0.60,I No Longer Fear The Razor Guarding My Heel (IV)
Underground Rap,0.75,I Put My Dick in Your Mental
Underground Rap,0.80,I Remember
Underground Rap,0.74,I Shall Remain
Underground Rap,0.55,I Sip
Underground Rap,0.74,I Spy
Underground Rap,0.45,I Think I Love You
Underground Rap,0.61,I Think I Luv Her (feat. YG)
